      20.010	 51
      20.020	 10
      26.834	  8
      27.288	  8
      32.700	  8
      35.704	  8
      38.388	  8
      38.624	  8
      42.690	  8
      43.112	  8
      43.610	  8
      43.940	  8
      44.236	  8
      44.502	  8
      44.862	  8
      45.712	  8
      46.836	  8
      47.280	  8
      47.522	  8
      48.032	  8
      50.582	  8
      51.230	  8
      53.086	  8
      54.854	  8
      55.210	  8
      56.060	  8
      56.482	  8
      66.928	  8
      67.194	  8
      69.424	  8
      69.548	  8
      80.020	 53
      87.388	  8
      87.388	 20
      87.388	 27
      87.398	 28
      87.398	 19
      87.472	  8
      87.498	 29
      87.662	  9
     107.518	 50
     107.528	 18
     137.528	 53
     141.536	  8
     141.536	 20
     141.536	 27
     141.546	 28
     141.546	 19
     141.584	  8
     141.646	 29
     141.810	  9
     161.666	 50
     161.676	 18
     180.936	  8
     185.000	  8
     185.850	  8
     186.150	  8
     186.658	  8
     187.216	  8
     188.352	  8
     189.182	  8
     190.092	  8
     190.968	  8
     191.186	  8
     191.676	 53
     191.764	  8
     191.764	 20
     191.764	 27
     191.774	 28
     191.774	 19
     191.874	 29
     192.038	  9
     211.894	 52
     211.904	 17
     291.118	  7
     291.298	  7
     291.464	  7
     291.688	  7
     291.870	  7
     293.304	  7
     293.526	  7
     293.762	  7
     293.962	  7
     294.186	  7
     294.376	  7
     294.596	  7
     294.796	  7
     295.022	  7
     295.224	  7
     295.432	  7
     295.636	  7
     295.826	  7
     296.028	  7
     296.218	  7
     296.422	  7
     296.616	  7
     296.818	  7
     297.010	  7
     297.250	  7
     308.822	  8
     311.934	  8
     312.420	  8
     331.904	 53
     331.914	 20
     331.914	 27
     344.400	  7
     344.722	  7
     344.870	  7
     346.594	  7
     346.786	  7
     347.070	  7
     347.300	  7
     347.596	  7
     347.710	  7
     347.824	  7
     348.042	  7
     348.180	  7
     348.292	  7
     348.404	  7
     348.536	  7
     348.662	  7
     348.794	  7
     348.922	  7
     349.046	  7
     349.188	  7
     349.320	  7
     349.458	  7
     349.600	  7
     349.724	  7
     349.864	  7
     349.984	  7
     350.132	  7
     350.262	  7
     350.410	  7
     350.536	  7
     350.694	  7
     350.802	  7
     350.944	  7
     351.082	  7
     351.220	  7
     351.348	  7
     351.480	  7
     351.622	  7
     351.780	  7
     351.894	  7
     351.934	 52
     351.944	 17
     352.030	  7
     352.178	  7
     352.312	  7
     352.466	  7
     352.592	  7
     352.736	  7
     352.876	  7
     352.988	  7
     353.134	  7
     353.278	  7
     353.412	  7
     353.562	  7
     353.710	  7
     353.836	  7
     354.120	  7
     354.244	  7
     354.386	  7
     354.528	  7
     354.672	  7
     354.816	  7
     354.950	  7
     355.098	  7
     355.262	  7
     355.374	  7
     355.512	  7
     355.656	  7
     355.798	  7
     355.964	  7
     356.092	  7
     356.236	  7
     356.396	  7
     356.512	  7
     356.666	  7
     356.796	  7
     356.938	  7
     357.076	  7
     357.244	  7
     357.388	  7
     357.534	  7
     357.686	  7
     357.846	  7
     357.966	  7
